raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,20000,0.5152392983436584,0.2
-200.0,-187.1,-200.0,-187.1,187.1,187.1,0.2,40000,0.2918899357318878,0.2
-121.33333333333333,-120.4,-121.33333333333333,-120.4,120.4,120.4,1.0,60000,1.056342601776123,0.2
-177.66666666666666,-171.0,-177.66666666666666,-171.0,170.1,171.0,0.4,80000,1.6428518295288086,0.2
-154.16666666666666,-155.4,-154.16666666666666,-155.4,153.9,155.4,0.7,100000,3.7854394912719727,0.2
-94.0,-114.0,-94.0,-114.0,114.0,114.0,0.8,120000,6.534580707550049,0.2
-92.83333333333333,-102.7,-92.83333333333333,-102.7,99.5,102.7,1.0,140000,17.81490707397461,0.2
-137.0,-138.9,-137.0,-138.9,137.4,138.9,0.9,160000,35.52665710449219,0.2
-101.66666666666667,-108.9,-101.66666666666667,-108.9,106.4,108.9,1.0,180000,123.19315338134766,0.2
-94.5,-105.9,-94.5,-105.9,104.7,105.9,1.0,200000,233.4063720703125,0.2
-94.0,-105.0,-94.0,-105.0,103.4,105.0,1.0,220000,444.46435546875,0.2
-94.0,-104.1,-94.0,-104.1,103.2,104.1,1.0,240000,721.5313110351562,0.2
-94.0,-104.5,-94.0,-104.5,101.5,104.5,1.0,260000,2008.3990478515625,0.2
-94.0,-103.4,-94.0,-103.4,103.4,103.4,1.0,280000,1739.42333984375,0.2
-94.0,-103.4,-94.0,-103.4,103.4,103.4,1.0,300000,20514.794921875,0.2
