seed,steps,raw_return,cost_return,n_actions,solved
500000,123,-123.0,-123.0,123,1
500001,117,-117.0,-117.0,117,1
500002,123,-123.0,-123.0,123,1
500003,122,-122.0,-122.0,122,1
500004,114,-114.0,-114.0,114,1
500005,113,-113.0,-113.0,113,1
500006,113,-113.0,-113.0,113,1
500007,122,-122.0,-122.0,122,1
500008,121,-121.0,-121.0,121,1
500009,122,-122.0,-122.0,122,1
500010,122,-122.0,-122.0,122,1
500011,113,-113.0,-113.0,113,1
500012,113,-113.0,-113.0,113,1
500013,123,-123.0,-123.0,123,1
500014,122,-122.0,-122.0,122,1
500015,125,-125.0,-125.0,125,1
500016,121,-121.0,-121.0,121,1
500017,121,-121.0,-121.0,121,1
500018,114,-114.0,-114.0,114,1
500019,114,-114.0,-114.0,114,1
500020,122,-122.0,-122.0,122,1
500021,123,-123.0,-123.0,123,1
500022,122,-122.0,-122.0,122,1
500023,125,-125.0,-125.0,125,1
500024,114,-114.0,-114.0,114,1
500025,115,-115.0,-115.0,115,1
500026,116,-116.0,-116.0,116,1
500027,123,-123.0,-123.0,123,1
500028,121,-121.0,-121.0,121,1
500029,115,-115.0,-115.0,115,1
500030,122,-122.0,-122.0,122,1
500031,124,-124.0,-124.0,124,1
500032,121,-121.0,-121.0,121,1
500033,114,-114.0,-114.0,114,1
500034,113,-113.0,-113.0,113,1
500035,122,-122.0,-122.0,122,1
500036,124,-124.0,-124.0,124,1
500037,113,-113.0,-113.0,113,1
500038,121,-121.0,-121.0,121,1
500039,118,-118.0,-118.0,118,1
500040,114,-114.0,-114.0,114,1
500041,122,-122.0,-122.0,122,1
500042,121,-121.0,-121.0,121,1
500043,118,-118.0,-118.0,118,1
500044,114,-114.0,-114.0,114,1
500045,121,-121.0,-121.0,121,1
500046,114,-114.0,-114.0,114,1
500047,116,-116.0,-116.0,116,1
500048,115,-115.0,-115.0,115,1
500049,122,-122.0,-122.0,122,1
500050,113,-113.0,-113.0,113,1
500051,124,-124.0,-124.0,124,1
500052,115,-115.0,-115.0,115,1
500053,122,-122.0,-122.0,122,1
500054,124,-124.0,-124.0,124,1
500055,122,-122.0,-122.0,122,1
500056,121,-121.0,-121.0,121,1
500057,121,-121.0,-121.0,121,1
500058,114,-114.0,-114.0,114,1
500059,116,-116.0,-116.0,116,1
500060,122,-122.0,-122.0,122,1
500061,114,-114.0,-114.0,114,1
500062,113,-113.0,-113.0,113,1
500063,123,-123.0,-123.0,123,1
500064,114,-114.0,-114.0,114,1
500065,124,-124.0,-124.0,124,1
500066,125,-125.0,-125.0,125,1
500067,120,-120.0,-120.0,120,1
500068,122,-122.0,-122.0,122,1
500069,125,-125.0,-125.0,125,1
500070,113,-113.0,-113.0,113,1
500071,122,-122.0,-122.0,122,1
500072,122,-122.0,-122.0,122,1
500073,122,-122.0,-122.0,122,1
500074,114,-114.0,-114.0,114,1
500075,121,-121.0,-121.0,121,1
500076,121,-121.0,-121.0,121,1
500077,122,-122.0,-122.0,122,1
500078,122,-122.0,-122.0,122,1
500079,125,-125.0,-125.0,125,1
500080,122,-122.0,-122.0,122,1
500081,114,-114.0,-114.0,114,1
500082,124,-124.0,-124.0,124,1
500083,122,-122.0,-122.0,122,1
500084,122,-122.0,-122.0,122,1
500085,116,-116.0,-116.0,116,1
500086,124,-124.0,-124.0,124,1
500087,114,-114.0,-114.0,114,1
500088,121,-121.0,-121.0,121,1
500089,125,-125.0,-125.0,125,1
500090,119,-119.0,-119.0,119,1
500091,118,-118.0,-118.0,118,1
500092,114,-114.0,-114.0,114,1
500093,114,-114.0,-114.0,114,1
500094,114,-114.0,-114.0,114,1
500095,121,-121.0,-121.0,121,1
500096,123,-123.0,-123.0,123,1
500097,123,-123.0,-123.0,123,1
500098,114,-114.0,-114.0,114,1
500099,116,-116.0,-116.0,116,1
