raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,20000,0.23170697689056396,0.2
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,40000,0.10381120443344116,0.2
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,60000,0.04503772035241127,0.2
-175.33333333333334,-177.6,-175.33333333333334,-177.6,177.6,177.6,0.6,80000,0.01916727051138878,0.2
-200.0,-192.0,-200.0,-192.0,192.0,192.0,0.1,100000,0.01993178203701973,0.2
-176.0,-170.8,-176.0,-170.8,170.2,170.8,0.6,120000,0.028888942673802376,0.2
-169.83333333333334,-172.9,-169.83333333333334,-172.9,170.2,172.9,0.9,140000,0.137833371758461,0.2
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,160000,0.13463418185710907,0.2
-92.66666666666667,-112.9,-92.66666666666667,-112.9,112.9,112.9,0.8,180000,0.26031771302223206,0.2
-104.16666666666667,-104.3,-104.16666666666667,-104.3,100.4,104.3,1.0,200000,0.49907386302948,0.2
-103.66666666666667,-112.1,-103.66666666666667,-112.1,112.1,112.1,1.0,220000,1.3777400255203247,0.2
-180.83333333333334,-173.8,-180.83333333333334,-173.8,150.6,173.8,0.4,240000,1.6272035837173462,0.2
-200.0,-200.0,-200.0,-200.0,195.9,200.0,0.0,260000,2.2473666667938232,0.2
-135.0,-137.9,-135.0,-137.9,126.1,137.9,0.9,280000,2.4915478229522705,0.2
-126.66666666666667,-134.4,-126.66666666666667,-134.4,131.3,134.4,0.9,300000,3.3784425258636475,0.2
