seed,steps,raw_return,cost_return,n_actions,solved
500000,294,263.99210590634925,263.99210590634925,222,1
500001,196,247.23255499531564,247.23255499531564,155,1
500002,481,283.20125279999974,283.20125279999974,355,1
500003,262,273.2045520268644,273.2045520268644,197,1
500004,219,249.76833706531022,249.76833706531022,179,1
500005,199,261.6853470336623,261.6853470336623,162,1
500006,296,274.5868275252417,274.5868275252417,221,1
500007,208,265.2139756684034,265.2139756684034,175,1
500008,293,273.4693445731574,273.4693445731574,219,1
500009,201,267.4324814218045,267.4324814218045,165,1
500010,288,262.49691718085603,262.49691718085603,214,1
500011,254,250.1578921175282,250.1578921175282,198,1
500012,276,249.00487226938048,249.00487226938048,192,1
500013,332,289.0126993177925,289.0126993177925,279,1
500014,198,272.352774132538,272.352774132538,159,1
500015,560,292.77421169542464,292.77421169542464,370,1
500016,280,245.05579686202793,245.05579686202793,209,1
500017,189,285.25245398761234,285.25245398761234,146,1
500018,186,287.6678050175234,287.6678050175234,145,1
500019,215,276.0919851134963,276.0919851134963,174,1
500020,217,273.489915621322,273.489915621322,175,1
500021,229,302.0679767734858,302.0679767734858,180,1
500022,198,269.3901394922922,269.3901394922922,152,1
500023,287,272.04230589982643,272.04230589982643,210,1
500024,274,253.761472947639,253.761472947639,203,1
500025,281,232.12107477676574,232.12107477676574,217,1
500026,267,265.20736142220403,265.20736142220403,210,1
500027,233,250.42274453891363,250.42274453891363,182,1
500028,273,282.7669807424803,282.7669807424803,208,1
500029,237,236.92136182845746,236.92136182845746,177,1
500030,224,240.11511062482603,240.11511062482603,177,1
500031,187,276.3006062955489,276.3006062955489,147,1
500032,358,289.29509312919305,289.29509312919305,267,1
500033,286,278.078605208309,278.078605208309,210,1
500034,210,274.43579153600393,274.43579153600393,169,1
500035,256,250.92505080796008,250.92505080796008,196,1
500036,278,269.5650193808067,269.5650193808067,209,1
500037,299,287.8539186995396,287.8539186995396,224,1
500038,239,260.8126065050411,260.8126065050411,187,1
500039,239,272.67354593246694,272.67354593246694,185,1
500040,301,279.25666097979644,279.25666097979644,225,1
500041,265,258.14221070976487,258.14221070976487,199,1
500042,191,281.77150398981877,281.77150398981877,156,1
500043,190,255.89274947018575,255.89274947018575,147,1
500044,293,282.5270973160407,282.5270973160407,218,1
500045,224,266.2645474457862,266.2645474457862,163,1
500046,339,246.9222769779117,246.9222769779117,239,1
500047,225,231.17974701123148,231.17974701123148,180,1
500048,258,262.4002013730572,262.4002013730572,196,1
500049,219,239.63854165331597,239.63854165331597,167,1
500050,293,277.1172307657814,277.1172307657814,226,1
500051,310,294.8891199790536,294.8891199790536,232,1
500052,256,294.90550393911894,294.90550393911894,221,1
500053,280,279.9766701984604,279.9766701984604,210,1
500054,243,269.96915355437255,269.96915355437255,195,1
500055,264,238.5598315054826,238.5598315054826,200,1
500056,226,264.1669214433632,264.1669214433632,180,1
500057,318,262.43370556596335,262.43370556596335,243,1
500058,219,264.12119762115526,264.12119762115526,172,1
500059,222,272.7410052997026,272.7410052997026,180,1
500060,243,240.85452126630418,240.85452126630418,191,1
500061,251,266.7706855681247,266.7706855681247,187,1
500062,216,287.4880122120931,287.4880122120931,167,1
500063,211,271.57348572472426,271.57348572472426,160,1
500064,241,262.8331623876346,262.8331623876346,192,1
500065,323,298.4944720317355,298.4944720317355,240,1
500066,199,297.2895999506012,297.2895999506012,149,1
500067,281,270.4159747413869,270.4159747413869,224,1
500068,283,270.3097651676177,270.3097651676177,206,1
500069,181,250.7488534382211,250.7488534382211,142,1
500070,271,265.17088999982843,265.17088999982843,193,1
500071,219,253.83463269387522,253.83463269387522,162,1
500072,291,264.78860745299335,264.78860745299335,216,1
500073,307,278.873417586042,278.873417586042,234,1
500074,274,288.5813213090781,288.5813213090781,207,1
500075,261,288.26197379342375,288.26197379342375,219,1
500076,251,246.98339249435404,246.98339249435404,192,1
500077,279,289.555480185991,289.555480185991,206,1
500078,273,285.2564766524622,285.2564766524622,209,1
500079,277,252.50753687897756,252.50753687897756,207,1
500080,271,285.78475980510945,285.78475980510945,201,1
500081,293,276.62604030360086,276.62604030360086,218,1
500082,197,250.07737490310947,250.07737490310947,155,1
500083,227,270.55292521192035,270.55292521192035,168,1
500084,297,288.3861765168764,288.3861765168764,221,1
500085,255,246.28150652562522,246.28150652562522,192,1
500086,597,276.6677406722951,276.6677406722951,395,1
500087,200,293.3991834463126,293.3991834463126,165,1
500088,641,265.9579980538832,265.9579980538832,419,1
500089,267,253.74638091544097,253.74638091544097,196,1
500090,196,231.39048514981167,231.39048514981167,165,1
500091,259,282.52225746522623,282.52225746522623,199,1
500092,270,283.0653164568059,283.0653164568059,230,1
500093,198,268.4576253504921,268.4576253504921,161,1
500094,318,293.9174664698848,293.9174664698848,229,1
500095,260,238.99807203271294,238.99807203271294,184,1
500096,296,275.4836561567681,275.4836561567681,219,1
500097,305,302.78957748761354,302.78957748761354,227,1
500098,600,270.37287017818016,270.37287017818016,409,1
500099,216,236.09932539170177,236.09932539170177,171,1
