seed,steps,raw_return,cost_return,n_actions,solved
501000,279,285.68519230599065,285.68519230599065,172,1
501001,192,274.9632288150517,274.9632288150517,99,1
501002,192,285.92352328960084,285.92352328960084,135,1
501003,193,259.8880513981454,259.8880513981454,121,1
501004,157,251.57898523505955,251.57898523505955,97,1
501005,185,266.2780771509966,266.2780771509966,110,1
501006,1000,191.01413206656161,191.01413206656161,560,0
501007,336,273.6743948958171,273.6743948958171,159,1
501008,145,250.3268732249347,250.3268732249347,95,1
501009,186,296.69741770127035,296.69741770127035,117,1
501010,798,147.29390330616366,147.29390330616366,341,1
501011,252,275.75323179118993,275.75323179118993,197,1
501012,163,278.91933719251165,278.91933719251165,102,1
501013,161,283.33124963071765,283.33124963071765,112,1
501014,181,253.67406811742381,253.67406811742381,112,1
501015,232,273.4100708871996,273.4100708871996,165,1
501016,134,292.308485049439,292.308485049439,86,1
501017,177,256.9315602776944,256.9315602776944,128,1
501018,141,298.09238737285335,298.09238737285335,109,1
501019,162,247.01305430430224,247.01305430430224,105,1
501020,457,217.29093763956436,217.29093763956436,352,1
501021,194,286.69652860638945,286.69652860638945,120,1
501022,696,185.60705599529865,185.60705599529865,489,1
501023,157,243.38294264480547,243.38294264480547,106,1
501024,176,282.3703976204324,282.3703976204324,124,1
501025,199,270.0414442147729,270.0414442147729,131,1
501026,162,288.4971456242057,288.4971456242057,126,1
501027,195,280.8259643783324,280.8259643783324,140,1
501028,257,261.67030176288773,261.67030176288773,141,1
501029,144,255.4088690832117,255.4088690832117,97,1
501030,168,254.8660426273225,254.8660426273225,95,1
501031,159,258.5658965455165,258.5658965455165,99,1
501032,163,297.18209425809425,297.18209425809425,111,1
501033,898,213.69498536409014,213.69498536409014,364,1
501034,155,256.8886782435816,256.8886782435816,103,1
501035,135,287.03877940562484,287.03877940562484,91,1
501036,159,280.5467138466571,280.5467138466571,94,1
501037,178,283.3588734315637,283.3588734315637,108,1
501038,182,264.50511471087987,264.50511471087987,118,1
501039,831,204.27510627825967,204.27510627825967,580,1
501040,509,215.76452242691545,215.76452242691545,230,1
501041,200,281.66294835892063,281.66294835892063,146,1
501042,224,290.43519262232815,290.43519262232815,173,1
501043,241,277.5512982606605,277.5512982606605,167,1
501044,187,280.3040865154828,280.3040865154828,135,1
501045,168,267.58145080728866,267.58145080728866,111,1
501046,155,267.3568863553861,267.3568863553861,98,1
501047,176,272.517670141082,272.517670141082,109,1
501048,183,262.3731807278176,262.3731807278176,105,1
501049,244,249.66735696661328,249.66735696661328,152,1
501050,207,273.75859662853543,273.75859662853543,106,1
501051,205,307.8385599697604,307.8385599697604,121,1
501052,182,296.2418297178093,296.2418297178093,125,1
501053,221,273.8804737053939,273.8804737053939,157,1
501054,212,306.73506892066246,306.73506892066246,159,1
501055,184,254.63740292536,254.63740292536,122,1
501056,637,188.10634555008482,188.10634555008482,349,1
501057,195,269.1141124698689,269.1141124698689,140,1
501058,248,254.52458251963532,254.52458251963532,157,1
501059,176,254.20962230962672,254.20962230962672,121,1
501060,198,291.81167939038926,291.81167939038926,152,1
501061,192,294.6284238349423,294.6284238349423,151,1
501062,273,264.5540462275953,264.5540462275953,180,1
501063,145,288.48749154506163,288.48749154506163,87,1
501064,153,259.74382308006705,259.74382308006705,107,1
501065,146,272.24917801400045,272.24917801400045,95,1
501066,151,248.21207312778748,248.21207312778748,93,1
501067,205,292.53125828595427,292.53125828595427,165,1
501068,176,284.1093312092977,284.1093312092977,115,1
501069,263,281.5295020365322,281.5295020365322,198,1
501070,265,270.47543449363474,270.47543449363474,199,1
501071,193,272.3682951985627,272.3682951985627,109,1
501072,99,47.74262410442634,47.74262410442634,94,1
501073,184,266.5407870198212,266.5407870198212,110,1
501074,160,239.09857681257105,239.09857681257105,101,1
501075,184,273.0426011408728,273.0426011408728,123,1
501076,143,264.140530943566,264.140530943566,100,1
501077,267,288.3245544011814,288.3245544011814,154,1
501078,181,289.84336627693096,289.84336627693096,124,1
501079,180,287.66485187145423,287.66485187145423,101,1
501080,156,264.9785181438067,264.9785181438067,108,1
501081,615,215.8828851899969,215.8828851899969,199,1
501082,249,286.8541336418406,286.8541336418406,178,1
501083,259,289.5095830705149,289.5095830705149,170,1
501084,254,271.5783291234386,271.5783291234386,169,1
501085,151,275.5005844340443,275.5005844340443,108,1
501086,148,244.7357668829522,244.7357668829522,98,1
501087,290,279.59638504298005,279.59638504298005,181,1
501088,174,277.0031666059838,277.0031666059838,96,1
501089,198,273.6307661914635,273.6307661914635,151,1
501090,855,205.9526135443311,205.9526135443311,344,1
501091,225,276.1677099543555,276.1677099543555,124,1
501092,929,163.4461907010243,163.4461907010243,499,1
501093,197,276.67574296915825,276.67574296915825,131,1
501094,148,257.6651797489545,257.6651797489545,101,1
501095,236,268.54712096801575,268.54712096801575,152,1
501096,731,192.9260432635824,192.9260432635824,473,1
501097,183,277.91874405277565,277.91874405277565,113,1
501098,188,286.8126430818523,286.8126430818523,119,1
501099,153,246.17051642705744,246.17051642705744,91,1
