raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-27.927673102581508,1.2030641952356327,-27.927673102581508,1.2030641952356327,688.8,996.4,0.2,20000,0.595262885093689,0.2
204.5273048667964,197.41721981264882,204.5273048667964,197.41721981264882,429.4,548.0,1.0,40000,4.325628280639648,0.2
126.29264385943026,126.37669098656708,126.29264385943026,126.37669098656708,303.0,462.4,0.8,60000,0.7102519273757935,0.2
136.07370222600193,145.42652148766047,136.07370222600193,145.42652148766047,123.6,206.8,1.0,80000,0.46795135736465454,0.2
80.6135345275737,95.42271750214283,80.6135345275737,95.42271750214283,111.4,188.0,1.0,100000,0.9112002849578857,0.2
230.86967185372828,223.44718192601664,230.86967185372828,223.44718192601664,295.4,463.0,1.0,120000,0.6239441633224487,0.2
263.6086910098962,223.30900018251086,263.6086910098962,223.30900018251086,204.8,292.4,1.0,140000,0.4096866250038147,0.2
281.50172959289216,282.2755447411983,281.50172959289216,282.2755447411983,155.2,233.2,1.0,160000,0.30651748180389404,0.2
254.6150511321091,225.05199986743497,254.6150511321091,225.05199986743497,146.6,241.0,1.0,180000,0.39675599336624146,0.2
272.47378864330796,264.94124586324796,272.47378864330796,264.94124586324796,173.8,323.6,1.0,200000,0.12124798446893692,0.2
