raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
182.77791373324567,130.52381256216734,182.77791373324567,130.52381256216734,466.2,645.8,1.0,20000,3.52959942817688,0.2
-0.5188741793118034,-2.5186292824352856,-0.5188741793118034,-2.5186292824352856,646.0,1000.0,0.0,40000,2.5840842723846436,0.2
12.139586572844564,11.426493637705551,12.139586572844564,11.426493637705551,622.6,1000.0,0.0,60004,0.8542373180389404,0.2
257.5778690159089,261.45525974679776,257.5778690159089,261.45525974679776,223.8,363.6,1.0,80000,0.6041646599769592,0.2
172.5709851234848,175.85987166112366,172.5709851234848,175.85987166112366,776.4,790.8,0.4,100005,0.7460066080093384,0.2
275.41489592424347,272.9938961669118,275.41489592424347,272.9938961669118,207.6,269.0,1.0,120000,0.5995608568191528,0.2
65.40703900583993,78.51921434580473,65.40703900583993,78.51921434580473,719.6,836.2,0.4,140001,0.7351887226104736,0.2
252.15107428215393,252.15768734596946,252.15107428215393,252.15768734596946,285.0,414.2,1.0,160006,1.884880781173706,0.2
130.01675526590773,133.93947284609885,130.01675526590773,133.93947284609885,342.6,658.4,0.6,180000,4.078539848327637,0.2
193.0430129945511,176.33812949779406,193.0430129945511,176.33812949779406,171.6,321.0,1.0,200003,1.4026066064834595,0.2
