seed,steps,raw_return,cost_return,n_actions,solved
501000,213,305.25510629469625,305.25510629469625,168,1
501001,218,257.9326381575726,257.9326381575726,101,1
501002,198,270.11595736176344,270.11595736176344,129,1
501003,172,249.5473793756265,249.5473793756265,108,1
501004,455,242.02379271847627,242.02379271847627,200,1
501005,178,239.5060154655002,239.5060154655002,103,1
501006,278,253.2876027845082,253.2876027845082,254,1
501007,441,251.62336809096485,251.62336809096485,273,1
501008,366,216.83673216260797,216.83673216260797,218,1
501009,825,145.88376779848548,145.88376779848548,456,1
501010,1000,133.53547401353927,133.53547401353927,405,0
501011,1000,193.42442216756282,193.42442216756282,422,0
501012,758,159.2296818245102,159.2296818245102,474,1
501013,130,30.62041854447631,30.62041854447631,107,1
501014,1000,25.76949281030157,25.76949281030157,318,0
501015,1000,118.49110625584652,118.49110625584652,528,0
501016,287,261.8955968678858,261.8955968678858,189,1
501017,329,244.08631194396483,244.08631194396483,198,1
501018,375,264.28290444357,264.28290444357,246,1
501019,243,239.45374694223773,239.45374694223773,146,1
501020,877,215.65584511630914,215.65584511630914,782,1
501021,323,278.2266532113106,278.2266532113106,197,1
501022,432,261.79502456351145,261.79502456351145,291,1
501023,250,224.19715808459534,224.19715808459534,132,1
501024,534,222.91857393433753,222.91857393433753,311,1
501025,778,-82.42946116749116,-82.42946116749116,488,1
501026,480,294.0658722588726,294.0658722588726,249,1
501027,221,277.1162906927277,277.1162906927277,160,1
501028,122,22.612513274012983,22.612513274012983,90,1
501029,1000,140.76616768794335,140.76616768794335,472,0
501030,210,240.68650680345345,240.68650680345345,96,1
501031,194,249.7512140361164,249.7512140361164,120,1
501032,1000,167.72935347416896,167.72935347416896,524,0
501033,120,35.299722661553716,35.299722661553716,106,1
501034,361,204.38456192173095,204.38456192173095,241,1
501035,1000,166.20697955307674,166.20697955307674,446,0
501036,261,255.94223591942762,255.94223591942762,144,1
501037,351,246.30740841879614,246.30740841879614,176,1
501038,506,198.08999242473962,198.08999242473962,300,1
501039,385,261.90167778108463,261.90167778108463,267,1
501040,1000,176.6743582339448,176.6743582339448,515,0
501041,228,267.6069871569486,267.6069871569486,172,1
501042,819,299.20174942090676,299.20174942090676,745,1
501043,239,285.72026824876036,285.72026824876036,184,1
501044,136,37.094238801011215,37.094238801011215,112,1
501045,188,266.43398229690564,266.43398229690564,60,1
501046,1000,172.32361929397524,172.32361929397524,457,0
501047,284,238.79043389082426,238.79043389082426,156,1
501048,173,242.6315833132843,242.6315833132843,78,1
501049,1000,142.41722881320194,142.41722881320194,479,0
501050,273,255.76958452522024,255.76958452522024,179,1
501051,721,294.6838299659323,294.6838299659323,420,1
501052,236,287.24555795019063,287.24555795019063,175,1
501053,573,-22.808937424792333,-22.808937424792333,379,1
501054,256,26.231279438359735,26.231279438359735,188,1
501055,236,260.16278092543183,260.16278092543183,156,1
501056,1000,185.78292768261662,185.78292768261662,427,0
501057,203,267.0358852889995,267.0358852889995,108,1
501058,239,268.43244697013085,268.43244697013085,174,1
501059,1000,146.73547922114994,146.73547922114994,498,0
501060,655,232.52124260731495,232.52124260731495,252,1
501061,326,275.25385466996903,275.25385466996903,233,1
501062,260,277.82322333970467,277.82322333970467,160,1
501063,1000,162.79648650588615,162.79648650588615,481,0
501064,290,243.78558853154064,243.78558853154064,176,1
501065,226,255.56197837476182,255.56197837476182,124,1
501066,354,234.0534046879516,234.0534046879516,202,1
501067,250,269.72732277250833,269.72732277250833,180,1
501068,644,178.7448762502977,178.7448762502977,396,1
501069,475,265.16185194072176,265.16185194072176,324,1
501070,1000,174.50605514220337,174.50605514220337,468,0
501071,196,253.28806639049392,253.28806639049392,128,1
501072,151,16.16505105472008,16.16505105472008,123,1
501073,1000,156.56837170352867,156.56837170352867,496,0
501074,229,225.13794476746494,225.13794476746494,137,1
501075,136,19.025311371579107,19.025311371579107,89,1
501076,1000,156.84148377492687,156.84148377492687,405,0
501077,174,0.36776612362234573,0.36776612362234573,123,1
501078,213,286.0433810506455,286.0433810506455,146,1
501079,797,-80.72473415134486,-80.72473415134486,493,1
501080,152,260.95827110647633,260.95827110647633,92,1
501081,122,15.58547751377263,15.58547751377263,87,1
501082,269,289.0149874465392,289.0149874465392,164,1
501083,1000,188.2827022809825,188.2827022809825,506,0
501084,412,262.12266119217503,262.12266119217503,265,1
501085,176,264.05785921461336,264.05785921461336,98,1
501086,226,226.9134402947184,226.9134402947184,153,1
501087,1000,165.64928468984988,165.64928468984988,878,0
501088,167,251.94207967444757,251.94207967444757,99,1
501089,480,186.3401338150594,186.3401338150594,313,1
501090,414,252.29118106491,252.29118106491,257,1
501091,218,289.8700600001534,289.8700600001534,137,1
501092,1000,142.5356041221322,142.5356041221322,508,0
501093,197,273.7163463330063,273.7163463330063,149,1
501094,282,226.96169881998725,226.96169881998725,156,1
501095,134,11.402175810827174,11.402175810827174,107,1
501096,334,270.5801260646847,270.5801260646847,238,1
501097,187,266.50796293384207,266.50796293384207,117,1
501098,1000,164.36091116462435,164.36091116462435,447,0
501099,1000,138.8737345666617,138.8737345666617,440,0
