raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-85.17719293457145,-78.76922847649969,-85.17719293457145,-78.76922847649969,340.2,456.2,0.6,20001,2.232593536376953,0.2
-35.6666694570003,-28.650368307780393,-35.6666694570003,-28.650368307780393,626.0,858.6,0.2,40000,1.153922438621521,0.2
-27.398774277327277,-21.18415905965774,-27.398774277327277,-21.18415905965774,693.0,1000.0,0.0,60004,0.7368652820587158,0.2
-40.20768607865508,-20.823901781182265,-40.20768607865508,-20.823901781182265,930.0,996.6,0.2,80007,1.4679744243621826,0.2
219.1398654219444,201.21702482506916,219.1398654219444,201.21702482506916,478.0,492.2,0.8,100000,1.6345075368881226,0.2
155.9924783538564,158.6491461862728,155.9924783538564,158.6491461862728,841.6,874.4,0.2,120004,0.7350023984909058,0.2
213.23614952843582,187.38390371035126,213.23614952843582,187.38390371035126,344.8,373.2,0.8,140000,1.8339824676513672,0.2
236.4750312842773,201.6543416778097,236.4750312842773,201.6543416778097,277.2,404.4,1.0,160004,0.8122135400772095,0.2
89.75788847517754,100.19637674365738,89.75788847517754,100.19637674365738,729.6,845.2,0.2,180000,4.062302589416504,0.2
258.23545134290174,263.29004126093434,258.23545134290174,263.29004126093434,225.2,296.6,1.0,200001,1.8144328594207764,0.2
