raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-200.0,-200.0,-200.0,-200.0,173.5,200.0,0.0,5000,0.4253421723842621,0.8416666666666667
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,10000,0.3483705520629883,0.6833333333333333
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,15000,0.28453314304351807,0.525
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,20000,0.2321193367242813,0.3666666666666667
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,25000,0.19075246155261993,0.20833333333333337
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,30000,0.1554042100906372,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,35000,0.12433895468711853,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,40000,0.1031385138630867,0.05
-200.0,-200.0,-200.0,-200.0,129.9,200.0,0.0,45000,0.08373261243104935,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,50000,0.06940774619579315,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,55000,0.05734337493777275,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,60000,0.04425022751092911,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,65000,0.037012841552495956,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,70000,0.031496088951826096,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,75000,0.025137629359960556,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,80000,0.020127620548009872,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,85000,0.016991913318634033,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,90000,0.014539545401930809,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,95000,0.011173725128173828,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,100000,0.008396171033382416,0.05
