raw_return_iqm,raw_return_mean,cost_return_iqm,cost_return_mean,n_actions_mean,steps_mean,solved_rate,step,loss,eps
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,5000,0.4257907271385193,0.8416666666666667
-200.0,-200.0,-200.0,-200.0,188.9,200.0,0.0,10000,0.34793081879615784,0.6833333333333333
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,15000,0.2849073112010956,0.525
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,20000,0.23294556140899658,0.3666666666666667
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,25000,0.18892374634742737,0.20833333333333337
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,30000,0.15330654382705688,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,35000,0.12619119882583618,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,40000,0.1043751984834671,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,45000,0.08511503040790558,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,50000,0.06827984750270844,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,55000,0.05625788867473602,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,60000,0.047270603477954865,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,65000,0.038380395621061325,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,70000,0.030855396762490273,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,75000,0.02533627673983574,0.05
-200.0,-200.0,-200.0,-200.0,0.0,200.0,0.0,80000,0.020706120878458023,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,85000,0.01677529141306877,0.05
-200.0,-200.0,-200.0,-200.0,200.0,200.0,0.0,90000,0.014196057803928852,0.05
-131.0,-132.3,-131.0,-132.3,132.3,132.3,1.0,95000,0.011375084519386292,0.05
-194.66666666666666,-189.5,-194.66666666666666,-189.5,189.5,189.5,0.4,100000,0.008418821729719639,0.05
