seed,steps,raw_return,cost_return,n_actions,solved
502000,200,-200.0,-200.0,200,0
502001,200,-200.0,-200.0,200,0
502002,200,-200.0,-200.0,200,0
502003,200,-200.0,-200.0,200,0
502004,200,-200.0,-200.0,200,0
502005,200,-200.0,-200.0,200,0
502006,200,-200.0,-200.0,200,0
502007,200,-200.0,-200.0,200,0
502008,200,-200.0,-200.0,200,0
502009,200,-200.0,-200.0,200,0
502010,200,-200.0,-200.0,200,0
502011,200,-200.0,-200.0,200,0
502012,200,-200.0,-200.0,200,0
502013,200,-200.0,-200.0,200,0
502014,200,-200.0,-200.0,200,0
502015,200,-200.0,-200.0,200,0
502016,200,-200.0,-200.0,200,0
502017,200,-200.0,-200.0,200,0
502018,200,-200.0,-200.0,200,0
502019,200,-200.0,-200.0,200,0
502020,200,-200.0,-200.0,200,0
502021,200,-200.0,-200.0,200,0
502022,200,-200.0,-200.0,200,0
502023,200,-200.0,-200.0,200,0
502024,200,-200.0,-200.0,200,0
502025,200,-200.0,-200.0,200,0
502026,200,-200.0,-200.0,200,0
502027,200,-200.0,-200.0,200,0
502028,200,-200.0,-200.0,200,0
502029,200,-200.0,-200.0,200,0
502030,200,-200.0,-200.0,200,0
502031,200,-200.0,-200.0,200,0
502032,200,-200.0,-200.0,200,0
502033,200,-200.0,-200.0,200,0
502034,200,-200.0,-200.0,200,0
502035,200,-200.0,-200.0,200,0
502036,200,-200.0,-200.0,200,0
502037,200,-200.0,-200.0,200,0
502038,200,-200.0,-200.0,200,0
502039,200,-200.0,-200.0,200,0
502040,200,-200.0,-200.0,200,0
502041,200,-200.0,-200.0,200,0
502042,200,-200.0,-200.0,200,0
502043,200,-200.0,-200.0,200,0
502044,200,-200.0,-200.0,200,0
502045,200,-200.0,-200.0,200,0
502046,200,-200.0,-200.0,200,0
502047,200,-200.0,-200.0,200,0
502048,200,-200.0,-200.0,200,0
502049,200,-200.0,-200.0,200,0
502050,200,-200.0,-200.0,200,0
502051,200,-200.0,-200.0,200,0
502052,200,-200.0,-200.0,200,0
502053,200,-200.0,-200.0,200,0
502054,200,-200.0,-200.0,200,0
502055,200,-200.0,-200.0,200,0
502056,200,-200.0,-200.0,200,0
502057,200,-200.0,-200.0,200,0
502058,200,-200.0,-200.0,200,0
502059,200,-200.0,-200.0,200,0
502060,200,-200.0,-200.0,200,0
502061,200,-200.0,-200.0,200,0
502062,200,-200.0,-200.0,200,0
502063,200,-200.0,-200.0,200,0
502064,200,-200.0,-200.0,200,0
502065,200,-200.0,-200.0,200,0
502066,200,-200.0,-200.0,200,0
502067,200,-200.0,-200.0,200,0
502068,200,-200.0,-200.0,200,0
502069,200,-200.0,-200.0,200,0
502070,200,-200.0,-200.0,200,0
502071,200,-200.0,-200.0,200,0
502072,200,-200.0,-200.0,200,0
502073,200,-200.0,-200.0,200,0
502074,200,-200.0,-200.0,200,0
502075,200,-200.0,-200.0,200,0
502076,200,-200.0,-200.0,200,0
502077,200,-200.0,-200.0,200,0
502078,200,-200.0,-200.0,200,0
502079,200,-200.0,-200.0,200,0
502080,200,-200.0,-200.0,200,0
502081,200,-200.0,-200.0,200,0
502082,200,-200.0,-200.0,200,0
502083,200,-200.0,-200.0,200,0
502084,200,-200.0,-200.0,200,0
502085,200,-200.0,-200.0,200,0
502086,200,-200.0,-200.0,200,0
502087,200,-200.0,-200.0,200,0
502088,200,-200.0,-200.0,200,0
502089,200,-200.0,-200.0,200,0
502090,200,-200.0,-200.0,200,0
502091,200,-200.0,-200.0,200,0
502092,200,-200.0,-200.0,200,0
502093,200,-200.0,-200.0,200,0
502094,200,-200.0,-200.0,200,0
502095,200,-200.0,-200.0,200,0
502096,200,-200.0,-200.0,200,0
502097,200,-200.0,-200.0,200,0
502098,200,-200.0,-200.0,200,0
502099,200,-200.0,-200.0,200,0
